"1 -","C"
"2 -","E"
"3 -","D"
"4 -","A"
"5 -","D"
"6 -","B"
"7 -","D"
"8 -","C"
"9 -","Discursiva"
"10 -","Discursiva"
"11 -","B"
"12 -","C"
"13 -","A"
"14 -","E"
"15 -","B"
"16 -","D"
"17 -","C"
"18 -","D"
"19 -","E"
"20 -","A"
"21 -","B"
"22 -","C"
"23 -","B"
"24 -","C"
"25 -","E"
"26 -","D"
"27 -","C"
"28 -","A"
"29 -","B"
"30 -","C"
"31 -","A"
"32 -","E"
"33 -","E"
"34 -","A"
"35 -","B"
"36 -","A"
"37 -","A"
"38 -","Discursiva"
"39 -","Discursiva"
"40 -","Discursiva"
"41 -","B"
"42 -","C"
"43 -","Discursiva"
"44 -","Discursiva"
"45 -","Discursiva"
"46 -","C"
"47 -","D"
"48 -","Discursiva"
"49 -","Discursiva"
"50 -","Discursiva"
"51 -","B"
"52 -","D"
"53 -","Discursiva"
"54 -","Discursiva"
"55 -","Discursiva"
"56 -","D"
"57 -","C"
"58 -","Discursiva"
"59 -","Discursiva"
"60 -","Discursiva"
