"ITEM
GABARITO",""
"QUESTÃO 1","ANULADA"
"QUESTÃO 2","D"
"QUESTÃO 3","C"
"QUESTÃO 4","B"
"QUESTÃO 5","C"
"QUESTÃO 6","C"
"QUESTÃO 7","D"
"QUESTÃO 8","B"
"QUESTÃO 9","C"
"QUESTÃO 10","E"
"QUESTÃO 11","A"
"QUESTÃO 12","E"
"QUESTÃO 13","E"
"QUESTÃO 14","D"
"QUESTÃO 15","D"
"QUESTÃO 16","B"
"QUESTÃO 17","D"
"QUESTÃO 18","B"
"QUESTÃO 19","E"
"QUESTÃO 20","C"
"QUESTÃO 21","D"
"QUESTÃO 22","C"
"QUESTÃO 23","A"
"QUESTÃO 24","B"
"QUESTÃO 25","D"
"QUESTÃO 26","C"
"QUESTÃO 27","B"
"QUESTÃO 28","C"
"QUESTÃO 29","C"
"QUESTÃO 30","B"
"QUESTÃO 31","A"
"QUESTÃO 32","D"
"QUESTÃO 33","A"
"QUESTÃO 34","D"
"QUESTÃO 35","A"
