"ITEM
GABARITO",""
"QUESTÃO 1","ANULADA"
"QUESTÃO 2","D"
"QUESTÃO 3","C"
"QUESTÃO 4","B"
"QUESTÃO 5","C"
"QUESTÃO 6","C"
"QUESTÃO 7","D"
"QUESTÃO 8","B"
"QUESTÃO 9","E"
"QUESTÃO 10","C"
"QUESTÃO 11","B"
"QUESTÃO 12","B"
"QUESTÃO 13","A"
"QUESTÃO 14","C"
"QUESTÃO 15","C"
"QUESTÃO 16","E"
"QUESTÃO 17","A"
"QUESTÃO 18","A"
"QUESTÃO 19","C"
"QUESTÃO 20","B"
"QUESTÃO 21","E"
"QUESTÃO 22","A"
"QUESTÃO 23","D"
"QUESTÃO 24","E"
"QUESTÃO 25","B"
"QUESTÃO 26","B"
"QUESTÃO 27","D"
"QUESTÃO 28","D"
"QUESTÃO 29","C"
"QUESTÃO 30","E"
"QUESTÃO 31","A"
"QUESTÃO 32","E"
"QUESTÃO 33","C"
"QUESTÃO 34","D"
"QUESTÃO 35","C"
