"ITEM
GABARITO",""
"QUESTÃO 1","ANULADA"
"QUESTÃO 2","D"
"QUESTÃO 3","C"
"QUESTÃO 4","B"
"QUESTÃO 5","C"
"QUESTÃO 6","C"
"QUESTÃO 7","D"
"QUESTÃO 8","B"
"QUESTÃO 9","A"
"QUESTÃO 10","B"
"QUESTÃO 11","E"
"QUESTÃO 12","C"
"QUESTÃO 13","D"
"QUESTÃO 14","D"
"QUESTÃO 15","E"
"QUESTÃO 16","A"
"QUESTÃO 17","B"
"QUESTÃO 18","D"
"QUESTÃO 19","E"
"QUESTÃO 20","C"
"QUESTÃO 21","C"
"QUESTÃO 22","B"
"QUESTÃO 23","C"
"QUESTÃO 24","D"
"QUESTÃO 25","E"
"QUESTÃO 26","B"
"QUESTÃO 27","A"
"QUESTÃO 28","E"
"QUESTÃO 29","D"
"QUESTÃO 30","C"
"QUESTÃO 31","D"
"QUESTÃO 32","B"
"QUESTÃO 33","A"
"QUESTÃO 34","A"
"QUESTÃO 35","A"
