"1 -","C"
"2 -","E"
"3 -","D"
"4 -","A"
"5 -","D"
"6 -","B"
"7 -","D"
"8 -","C"
"9 -","Discursiva"
"10 -","Discursiva"
"11 -","B"
"12 -","C"
"13 -","A"
"14 -","E"
"15 -","B"
"16 -","D"
"17 -","C"
"18 -","D"
"19 -","E"
"20 -","A"
"21 -","C"
"22 -","B"
"23 -","C"
"24 -","E"
"25 -","C"
"26 -","A"
"27 -","D"
"28 -","D"
"29 -","B"
"30 -","E"
"31 -","A"
"32 -","A"
"33 -","D"
"34 -","Discursiva"
"35 -","Discursiva"
"36 -","Discursiva"
"Computação",""
"37 - 
C",""
"38 - 
E",""
"39 - 
B",""
"40 - 
D",""
"Controle e Automação",""
"41 - 
E",""
"42 - 
B",""
"43 - 
A",""
"44 - 
B",""
